Track,Course Code,Course Title,Course Description,Outcome Type,Period,Outcome Number,Outcome Text
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 27,Explain risk management and some of the risks that can arise in software projects.
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 28,Discuss factors that influence personal motivation and what these might mean for software project managers.
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 29,"Recognize key issues that influence team working, such as team composition, organization, and communication."
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal. The course output is the completed research to be defended before a panel. This course also includes the practical applications of God's way of character building through proper handling and presentation of research data.,CLO,General,CLO 1,"cultivate a clear and effective field appropriate undergraduate research, using algorithms to explore complex and/or ambiguous ideas and issues"
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,CLO,General,CLO 2,analyze the requirements needed to improve the current algorithm used in the study
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,CLO,General,CLO 3,evaluate data to identify problems
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,CLO,General,CLO 4,interpret theories and give recommendations where appropriate
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,CLO,General,CLO 5,design and develop a model of the actual study
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,CLO,General,CLO 6,recommend a solution to existing problem
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,CLO,General,CLO 7,"acquire Lasallian values on the chosen topic and apply the knowledge, experience and skills learned in computer science"
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,CLO,General,CLO 8,Demonstrate effective communication skills to present research.
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,TLO,Midterm,TLO 1,"Analyze complex problems, identify and define the computing requirements appropriate to its solution."
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,TLO,Midterm,TLO 2,"Identify and analyze user needs and take them into account in the selection, creation, and evaluation and administration of computer-based systems."
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,TLO,Midterm,TLO 3,Demonstrate deeper knowledge of methods in the field of study.
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,TLO,Midterm,TLO 4,Exhibit a capability to contribute to research and development work.
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,TLO,Midterm,TLO 5,"Show the ability to analyze various aspects of a topic, review, and hypothesis knowledge."
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,TLO,Midterm,TLO 6,Illustrate the capability to integrate knowledge critically and systematically.
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,TLO,Midterm,TLO 7,Express the capability to clearly present and discuss the conclusions as well as the knowledge and arguments of the study.
CS Game Development,S-CSTH412,THESIS 2,Deals with the actual research presented in the proposal...,TLO,Midterm,TLO 8,Demonstrate the capability to plan and use adequate methods to conduct qualified tasks in given frameworks and to evaluate this work.
CS Game Development,S-CSPC316,Architecture and Organization,"This course deals with the introduction to digital hardware design. Combinational and sequential logic circuits are treated. Designing circuits using encoders, decoders, multiplexers, and different types of flip- flops is done for the first part of the course; and then algorithmic state machines are discussed. It also includes concepts relating to computer organization and architecture; instruction set and assembly language; hardware system, central processing unit, and its control; and input-output system and system memory.",CLO,General,CLO 1,distinguish the building blocks that forms computer organization and have knowledge of how to instruct a computer
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,CLO,General,CLO 2,identify the fundamental circuit components and techniques for optimizing circuits
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,CLO,General,CLO 3,"use Boolean algebra as related to designing computer logic, including solving Karnaugh maps"
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,CLO,General,CLO 4,evaluate the importance of various theories and principles in solving real-life problems by inculcating the usefulness of computer organization
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,CLO,General,CLO 5,"assess computer organization, structure, characteristics, basic theories of the CPU, memory, and I/O peripherals, the operation of modern day computer systems and the fundamental principles that drive computer designer in designing new architectures"
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,CLO,General,CLO 6,Demonstrate 21st century skills in all learning activities.
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,TLO,Midterm,TLO 1,Understand the main components of a computer.
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,TLO,Midterm,TLO 2,Recognize different types of number systems as they relate to computers.
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,TLO,Midterm,TLO 3,"Convert values from decimal, binary, octal, hexadecimal, and binary-coded decimal numbersystems to each other and back to the other systems."
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,TLO,Midterm,TLO 4,Understand the distinction between the way in which numbers are represented (the binary format) and the algorithms used for the basic arithmetic operations.
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,TLO,Midterm,TLO 5,Understand the basic operations of Boolean algebra and construct simple logic circuits.
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,TLO,Midterm,TLO 6,Use a Karnaugh map to simplify a Boolean expression.
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,TLO,Midterm,TLO 7,"Understand, analyze and design various combinational and sequential circuits."
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,TLO,Finals,TLO 8,Demonstrate knowledge on the different parts of the CPU and can explain how the parts are interconnected with each other.
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,TLO,Finals,TLO 9,"Describe the basic concepts of bus, clocks and I/O subsystem."
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,TLO,Finals,TLO 10,Present an overview of the memory organization and addressing.
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,TLO,Finals,TLO 11,Describe the types of operands used in typical machine instruction sets.
CS Game Development,S-CSPC316,Architecture and Organization,This course deals with the introduction to digital hardware design...,TLO,Finals,TLO 12,Demonstrate skill in assembly language.
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,"This course gives an overview of the game development process from ideas to creation. It discourses the history of game development process, exposure to the position and job responsibilities that each member of a game development team has along with the industry requirements ideas in Game Design Document (GDD).",CLO,General,CLO 1,demonstrate knowledge in concepts of game and game development
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,CLO,General,CLO 2,demonstrate skills in creating assets using Game Engine and tools
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,CLO,General,CLO 3,develop a simple game with proper game design documentation that follows the game standard
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,CLO,General,CLO 4,apply the game to a real-world problem
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,CLO,General,CLO 5,formulate the optimize design learned and present the expected output that can be achieved by developing game.
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,TLO,Midterm,TLO 1,Explain basic mobile game in a nutshell.
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,TLO,Midterm,TLO 2,"Apply key concepts of game processes, principles and ethics."
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,TLO,Midterm,TLO 3,Apply working with frameworks.
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,TLO,Midterm,TLO 4,Detemine and generate mobile game programming.
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,TLO,Midterm,TLO 5,Support observation to mobile game programming.
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,TLO,Midterm,TLO 6,Classify the domain areas of mobile game programming.
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,TLO,Finals,TLO 7,Exhibit and demonstrate mobile game programming.
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,TLO,Finals,TLO 8,Develop games in Android mobile platform.
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,TLO,Finals,TLO 9,"Collaboration, individual assessment to design and develop group project."
CS Game Development,S-CSGD312LA,Game Design Principles and Practice Laboratory,This course gives an overview of the game development process from ideas to creation...,TLO,Finals,TLO 10,Collaboration and presentation of group project.
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,"This course covers the design and analysis of different algorithms under various design principles and techniques making use of different data structures. It presents the relevance of algorithm in everyday lives and in computing science. Through algorithmic complexity measures, different range of behaviors of algorithms will be understood. It includes several analysis and design techniques such as divide-and-conquer, dynamic programming, greedy algorithms, and others.",CLO,General,CLO 1,exhibit the knowledge of relevance of algorithm in computing science
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,CLO,General,CLO 2,understand the different algorithm design principles and techniques
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,CLO,General,CLO 3,analyze the design of algorithms and their complexities
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,CLO,General,CLO 4,construct effective and efficient algorithms for different problems and scenarios using various principles and techniques
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,CLO,General,CLO 5,apply advanced algorithm techniques using any programming language to a software development project
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,CLO,General,CLO 6,demonstrate 21st century skills in all learning activities
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,TLO,Midterm,TLO 1,Identify the criteria of an algorithm.
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,TLO,Midterm,TLO 2,Understand the importance of algorithm analysis
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,TLO,Midterm,TLO 3,Be familiar with the different algorithm design and analysis.
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,TLO,Midterm,TLO 4,Analyze the efficiency of the algorithm.
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,TLO,Midterm,TLO 5,Compute the running time complexity of a given program segment.
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,TLO,Midterm,TLO 6,Compare the performance of different algorithms solving similar tasks.
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,TLO,Midterm,TLO 7,Convert algorithm into a running computer program.
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,TLO,Finals,TLO 4,Analyze the efficiency of the algorithm.
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,TLO,Finals,TLO 5,Compute the running time complexity of a given program segment.
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,TLO,Finals,TLO 6,Compare the performance of different algorithms solving similar tasks.
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,TLO,Finals,TLO 7,Convert algorithm into a running computer program.
CS Game Development,S-CSPC315,ALGORITHMS AND COMPLEXITY,This course covers the design and analysis of different algorithms...,TLO,Finals,TLO 8,"Create a document about the advanced algorithm techniques used, description, features and the programming codes."
CS Game Development,S-CSSE321,Software Engineering 1,"This course deals with equipping the students with the skills in developing quality software which covers topics such as concepts of software engineering, use of software engineering paradigms as applied to software development, planning and managing software projects, software development life cycle and various software processing models.",CLO,General,CLO 1,"understand software engineering concepts by identifying the characteristics, application, life cycle of software and design principles and techniques"
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,CLO,General,CLO 2,apply the most appropriate software process model
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,CLO,General,CLO 3,analyze agile software development methods
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,CLO,General,CLO 4,evaluate software requirements and appraise the processes involved in discovering and documenting these requirements
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,CLO,General,CLO 5,examine different system models that may be developed as part of requirements engineering and system design processes
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,CLO,General,CLO 6,"create research by developing quality software, applying the concepts learned, and write a technical paper about it"
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,CLO,General,CLO 7,demonstrate 21st century skills in all learning activities
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 1,Describe what software engineering is and why it is important.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 2,Recognize that the development of different types of software system may require different software engineering techniques.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 3,Identify ethical and professional issues that are important for software engineers.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 4,"Describe the four systems, of different types, which are used as examples throughout the book."
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 5,Define the concepts of software processes and software process models.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 6,Discuss the three general software process models and when they might be used.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 7,"Explain the fundamental process activities of software requirements engineering, software development, testing, and evolution."
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 8,Recognize why processes should be organized to cope with changes in the software requirements and design.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 9,Identify the notion of software process improvement and the factors that affect software process quality.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 10,"Compare the rationale for agile software development methods, the agile manifesto, and the differences between agile and plan-driven development."
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 11,"Distinguish about important agile development practices such as user stories, refactoring, pair programming and test-first development."
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 12,Relate the Scrum approach to agile project management.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 13,Organize the issues of scaling agile development methods and combining agile approaches with plan-driven approaches in the development of large software systems.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 14,Evaluate the concepts of user and system requirements and why these requirements should be written in different ways.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 15,Value the differences between functional and nonfunctional software requirements.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 16,"Appraise the main requirements engineering activities of elicitation, analysis, and validation, and the relationships between these activities."
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 17,Weigh why requirements management is necessary and how it supports other requirements engineering activities.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Finals,TLO 18,Relate how graphical models can be used to represent software systems and why several types of model are needed to fully represent a system.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Finals,TLO 19,"Analyze the fundamental system modeling perspectives of context, interaction, structure, and behavior."
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Finals,TLO 20,Distinguish the principal diagram types in the Unified Modeling Language (UML) and how these diagrams may be used in system modeling.
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Finals,TLO 21,"Relate to model-driven engineering, where an executable system is automatically generated from structural and behavioral models."
CS Game Development,S-CSSE321,Software Engineering 1,This course deals with equipping the students with the skills in developing quality software...,TLO,Finals,TLO 22,"Develop a fully running system as a group project, together with a documentation and defend it in class."
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures used to design and develop game software. The purpose of this course is to provide students with the foundation in game design and development necessary for use in the workforce or for further study in the field of game development and creation.,CLO,General,CLO 1,demonstrate the appropriate technical skills by applying basic and advance program codes in designing a game
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,CLO,General,CLO 2,apply the fundamentals of game development by developing a mobile game application
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,CLO,General,CLO 3,develop an appreciation in designing game
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,CLO,General,CLO 4,apply the game to a real-world problem
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,CLO,General,CLO 5,formulate the optimize design learned and report on the expected accuracy that can be achieved by developing game.
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Midterm,TLO 1,Explain the basic programming in a nutshell.
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Midterm,TLO 2,Demonstrate and apply a variety of tools in developing game.
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Midterm,TLO 3,Apply working with frameworks
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Midterm,TLO 4,Determine and generate game programming.
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Midterm,TLO 5,Support observation to programming.
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Midterm,TLO 6,Classify domain areas of game programming.
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Midterm,TLO 7,Exhibits and demonstrate game.
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Midterm,TLO 8,Generate and develop game using pygame .
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Midterm,TLO 9,"Collaboration, individual assessment to design and create a research paper project."
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Finals,TLO 1,Explain the basic programming in a nutshell.
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Finals,TLO 2,Demonstrate and apply a variety of tools in developing game.
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Finals,TLO 3,Apply working with frameworks
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Finals,TLO 4,Determine and generate game programming.
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Finals,TLO 5,Support observation to programming.
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Finals,TLO 6,Classify domain areas of game programming.
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Finals,TLO 7,Exhibits and demonstrate game.
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Finals,TLO 8,Generate and develop game using pygame .
CS Game Development,S-CSGD311LA,Introduction to Game Programming,This course teaches students effective and structured procedures...,TLO,Finals,TLO 9,"Collaboration, individual assessment to design and create a research paper project."
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",CLO,General,CLO1,understand programming concepts 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",CLO,General,CLO2,describe structured data types 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",CLO,General,CLO3,examine program functionality 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",CLO,General,CLO4,evaluate searching and sorting algorithms 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",CLO,General,CLO5,"develop a cleaner, more efficient, and more manageable java programs "
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",CLO,General,CLO6,demonstrate 21st century skills in all learning activities 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Midterm,TLO1,"Understand the syntax and semantics of key programming constructs, including data types, control structures, and function declarations in Java. "
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Midterm,TLO2,"Identify and use Java-specific identifiers, keywords, and operators, and understand their role in creating functional Java programs. "
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Midterm,TLO3,"Explain and demonstrate the use of input/output statements in Java to interact with the user, including the use of Scanner and System.out.println. "
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Midterm,TLO4,Discuss how data is stored and its use 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Midterm,TLO5,Explain operations that can be performed on a given structure 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Midterm,TLO6,Evaluate program execution by tracing program output. 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Midterm,TLO7,Test correctness of programs against several test data. 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Midterm,TLO8,Validate the input of the program 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Final,TLO9,Explain how searching and sorting algorithms works. 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Final,TLO10,Compare and contrast the different searching and sorting algorithms 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Final,TLO11,Construct a program to implement specific searching and sorting algorithm 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Final,TLO12,Choose an appropriate data and programming structure. 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Final,TLO13,Design user-defined methods. 
CS Game Development,S-ITCS123,Intermediate Programming,"Includes review of control structures and data types with emphasis on structured data types. Application of object-oriented programming paradigm, focusing on the definition and use of classes along with the fundamentals of object-oriented design is also part of the discussion as well as basic analysis of algorithms, searching and sorting techniques. ",TLO,Final,TLO14,"Collaboration, Skilled Communication, Knowledge Construction, Self- Regulation, Real-world Problem-Solving, Use of ICT "
CS Game Development,S-ITCS226,Information Management,"This course prepares the students to acquire the skills of creating, analyzing, and designing databases. This will help increase their understanding of the essentials of database modeling and design, the languages and facilities provided by the database management systems, and system implementation techniques. ",CLO,General,CLO1,"understand data models, schemas, instances, and their applications in the real world "
