Track,Course Code,Course Title,Course Description,Outcome Type,Period,Outcome Number,Outcome Text
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,"Focuses on administration of operating systems in a client-server technology (Windows and Linux on Virtual Machine), installation and maintenance. It prepares students to installation of Windows Server, NTFS file system and folder permissions, Domain Name System, Active Director, local and domain Group Policy, Windows Terminal Services, Internet Security and Acceleration Server, Internet Information Services, communications and networking.",TLO,Final,TLO14,Understanding and manipulating file permissions and ownership settings
IT Network Technology,S-ITPC419LA,System Administration and Maintenance,"Focuses on administration of operating systems in a client-server technology (Windows and Linux on Virtual Machine), installation and maintenance. It prepares students to installation of Windows Server, NTFS file system and folder permissions, Domain Name System, Active Director, local and domain Group Policy, Windows Terminal Services, Internet Security and Acceleration Server, Internet Information Services, communications and networking.",TLO,Final,TLO15,Applications running on Linux
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",CLO,Midterm,CLO1,Explore Python programming language Integrated Development Environment (IDE).
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",CLO,Midterm,CLO2,Recall the basic concepts of programming.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",CLO,Midterm,CLO3,Examine program functionality.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO1,Install and explore the features of using an IDE.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO2,Explore available online Python compilers.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO3,Apply basic I/O Statements.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO4,Review the basic control structures.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO5,Evaluate program execution by tracing program output.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO6,Test correctness of program.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO7,Validate program input.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",CLO,Final,CLO4,Explain the fundamental concepts of object-oriented programming.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",CLO,Final,CLO5,Design programs using object-oriented programming concepts.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",CLO,Final,CLO6,Demonstrate 21st century skills in all learning activities.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO8,Discuss the characteristics of Object-Oriented Programming Language.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO9,Differentiate class and objects.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO10,Differentiate access levels of class members.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO11,Explain the importance of inheriting classes.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO12,Devise a class that inherits from created user-defined classes.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO13,Explains how polymorphism works.
IT Network Technology,S-ITPE 001,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO14,Handle program exceptions.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",CLO,Midterm,CLO1,Explore Python programming language Integrated Development Environment (IDE).
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",CLO,Midterm,CLO2,Recall the basic concepts of programming.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",CLO,Midterm,CLO3,Examine program functionality.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO1,Install and explore the features of using an IDE.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO2,Explore available online Python compilers.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO3,Apply basic I/O Statements.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO4,Review the basic control structures.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO5,Evaluate program execution by tracing program output.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO6,Test correctness of program.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Midterm,TLO7,Validate program input.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",CLO,Final,CLO4,Explain the fundamental concepts of object-oriented programming.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",CLO,Final,CLO5,Design programs using object-oriented programming concepts.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",CLO,Final,CLO6,Demonstrate 21st century skills in all learning activities.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO8,Discuss the characteristics of Object-Oriented Programming Language.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO9,Differentiate class and objects.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO10,Differentiate access levels of class members.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO11,Explain the importance of inheriting classes.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO12,Devise a class that inherits from created user-defined classes.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO13,Explains how polymorphism works.
IT Network Technology,S-ITPE 001LA,IT Professional Elective,"This course covers the fundamentals of object-oriented programming and applications using Python programming language. Covers a range of topics in object-oriented including information hiding, polymorphism, method overriding, method overloading, class inheritance, static and dynamic binding, and generic programming. Emphasis is also placed on object-oriented design approaches. This course provides hands-on experience using Python programming language through both individual assignment and group programming projects.",TLO,Final,TLO14,Handle program exceptions.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,CLO,Midterm,CLO1,Explain the characteristics of Big Data.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,CLO,Midterm,CLO2,Explain the role and importance of each type of analytics in deriving insights from Big Data.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,CLO,Midterm,CLO3,Create data visualizations and dashboards to communicate analytical results effectively.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,CLO,Midterm,CLO4,Analyze datasets using machine learning algorithms and tools to extract meaningful insights.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,CLO,Midterm,CLO8,Demonstrate 21st century skills in all learning activities.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Midterm,TLO1,Define Big Data and its characteristics.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Midterm,TLO2,Discuss how the characteristics impact the processing of Big Data.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Midterm,TLO3,"Define and differentiate descriptive, diagnostic, predictive, and prescriptive analytics."
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Midterm,TLO4,Understand the role of each type of analytics.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Midterm,TLO5,Demonstrate proficiency in using data visualization tools.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Midterm,TLO6,Design clear and informative visualizations that accurately represent data insights.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Midterm,TLO7,"Preprocess datasets by cleaning, normalizing, and transforming data to be suitable for machine learning models."
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Midterm,TLO8,Demonstrate the practical application of machine learning models to derive actionable insights from various datasets.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Midterm,TLO13,"Collaboration, Skilled Communication, Self-Regulation, Knowledge Construction, Real-World Problem-Solving, Use of ICT"
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,CLO,Final,CLO5,Explain the purpose and activities involved in each stage of the life cycle.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,CLO,Final,CLO6,Assess the impact of data governance and ethical considerations on Big Data projects.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,CLO,Final,CLO7,Explain how the trends are shaping the future of Big Data and analytics.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,CLO,Final,CLO8,Demonstrate 21st century skills in all learning activities.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Final,TLO9,"Describe the stages of the Big Data analytics life cycle, including data collection, processing, analysis, and visualization."
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Final,TLO10,"Define ethical issues related to Big Data, including data privacy, consent, transparency, and bias."
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Final,TLO11,Analyze how data governance and ethical practices influence the success and reliability of Big Data projects.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Final,TLO12,Identify the challenges and potential risks associated with adopting new trends in Big Data and analytics.
IT Network Technology,S-ITNT416,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Final,TLO13,"Collaboration, Skilled Communication, Knowledge Construction, Self-Regulation, Real-World Problem-Solving, Use of ICT"
IT Network Technology,S-ITNT416LA,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,CLO,Midterm,CLO1,Apply data transformation techniques including standardization and encoding of categorical data using Pandas and NumPy.
IT Network Technology,S-ITNT416LA,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,CLO,Midterm,CLO2,Create data visualizations and dashboards to communicate analytical results effectively.
IT Network Technology,S-ITNT416LA,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,CLO,Midterm,CLO3,Analyze datasets using machine learning algorithms and tools to extract meaningful insights.
IT Network Technology,S-ITNT416LA,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,CLO,Midterm,CLO5,Demonstrate 21st century skills in all learning activities.
IT Network Technology,S-ITNT416LA,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Midterm,TLO1,"Differentiate between various data techniques such as transformation standardization, normalization, and encoding."
IT Network Technology,S-ITNT416LA,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Midterm,TLO2,Explain the need for encoding categorical data and the different types of encoding techniques.
IT Network Technology,S-ITNT416LA,Big Data And Analytics,Provides students with an overview of the current trends in information technology that drives today's business. The course provides understanding on data management techniques that can help an organization achieve its business goals and address operational challenges. This also introduces different tools and methods used in business analytics to provide the students with opportunities to apply these techniques in simulations in a computer laboratory.,TLO,Midterm,TLO3,Demonstrate proficiency in using data visualization tools.
